RttAvg,Throughput,Input_load,Time
1.798,2.00399112701416,2.5049896240234375,2018-07-27 22:17:59
10.207,3.194896697998047,3.993621826171875,2018-07-27 22:18:11
1.416,6.206408500671387,7.7580108642578125,2018-07-27 22:18:23
14.966,8.868823051452637,11.086029052734375,2018-07-27 22:18:35
0.074,4.094152450561523,5.1176910400390625,2018-07-27 22:18:46
